rank,word,meaning_ko,example_en,pos,cefr,score,subtlex_count,opensubtitles_count,source
1752,bald,벗어진,"With their white head and 6.5–8 foot wingspan, bald eagles are unmistakeable.",other,B1,60.99,524,6808,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1753,versatile,다재다능한,The Lord is versatile: He giveth and taketh.,adjective,C1,60.99,48,651,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1754,someday,장차,Someday you'll meet the right person for you.,other,A2,60.98,1727,18800,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1755,ate,먹었다,"Their food, they ate it all at once.",other,C1,60.97,1722,24218,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1756,complain,불평하다,How do I complain about my dental treatment?,other,A2,60.97,1471,23738,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1757,dean,사제장,My dad is the dean of admissions.,other,C1,60.96,1977,19581,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1758,beam,도리,Try using “beam” in a sentence of your own today.,other,B2,60.95,672,11144,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1759,illness,질병,Most mass shooters have no known mental illness.,other,B1,60.95,406,9627,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1760,companion,동료,The night is her companion.,other,B1,60.95,442,8476,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1761,resolve,해결하다,Are diplomatic efforts enough to resolve the crisis?,other,B1,60.95,448,8313,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1762,scholarship,학식,Am I eligible for the scholarship?,other,B1,60.95,562,5962,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1763,underground,지하,Tom lives in a secret lair underground.,other,B2,60.94,614,12588,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1764,content,내용,I do my best to avoid creating content.,other,B2,60.94,647,11703,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1765,gesture,거동,A gesture is enough for a scholar to understand us.,other,B1,60.93,480,7426,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1766,phoenix,봉황새,"They rise like the phoenix, stronger with each challenge.",other,B1,60.93,556,5978,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1767,rope,밧줄,I pulled a rope and a whole mountain collapsed.,other,A2,60.92,1528,21627,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1768,fuss,야단법석,Try using “fuss” in a sentence of your own today.,,B1,60.92,429,8692,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1769,spiritual,영적인,You need to consider the spiritual element.,other,B1,60.92,457,7910,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1770,seek,찾다,They seek truth in the silence between words.,other,A2,60.91,1368,25356,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1771,suite,조곡,Try using “suite” in a sentence of your own today.,other,B2,60.91,849,7680,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1772,shed,갈다,Not a single tear was shed.,other,B2,60.9,606,12497,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1773,candidate,지원자,Nepal's parliament on Sunday elected a Maoist candidate as the country's new prime minister.,other,B2,60.9,631,11771,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1774,rib,늑재,Try using “rib” in a sentence of your own today.,other,B2,60.9,755,9025,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1775,gum,덧신,What services do sexual health clinics (GUM clinics) provide?,other,B2,60.9,790,8477,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1776,sympathy,공감,Try using “sympathy” in a sentence of your own today.,other,B1,60.9,493,7015,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1777,effort,노력,Will Mary volunteer for the next humanitarian effort?,other,A2,60.89,1362,25174,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1778,priority,우선순위,Has cybersecurity become a national priority?,other,B2,60.89,685,10385,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1779,cycle,1군,Can we ever escape the cycle of life?,other,B1,60.89,394,9659,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1780,personnel,요원,Try using “personnel” in a sentence of your own today.,other,B2,60.88,835,7676,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1781,faithful,참되다,He remained faithful no matter the distance.,other,B1,60.88,465,7503,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1782,tournament,마상시합,"Tom won the tournament, despite being a wild card.",other,B1,60.88,499,6783,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1783,screen,화면,This website doesn't allow users to change their screen name.,other,A2,60.87,1500,21558,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1784,roar,포효,The lion let out a thunderous roar.,,B2,60.87,462,18295,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1785,unexpected,의외,The intergalactic voyage was full of unexpected challenges.,other,B1,60.87,448,7899,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1786,slowly,굼뜨다,The cat looked at Esther and blinked slowly.,other,A2,60.86,1279,27121,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1787,liquid,맑은,"The five states of matter are solid, liquid, gas, plasma, and cat.",other,B1,60.86,440,8036,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1788,happiness,좇다,I wish you a year of peace and happiness.,other,A2,60.85,1249,27844,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1789,clay,인품,He sculpts abstract figures from clay.,other,B2,60.85,614,11882,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1790,mankind,인류,"That's one small step for a man, one giant leap for mankind.",other,B1,60.85,447,7803,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1791,operate,운영하다,We operate on both sides of the border.,other,A2,60.84,1528,20505,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1792,vow,서원,The monk took a vow of silence.,,B2,60.84,695,9839,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1793,doom,운명짓다,Try using “doom” in a sentence of your own today.,other,B2,60.84,706,9597,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1794,cocktail,칵테일,Try using “cocktail” in a sentence of your own today.,other,B2,60.84,766,8515,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1795,telegram,전보,Try using “telegram” in a sentence of your own today.,,B1,60.84,534,5961,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1796,indian,인도사람,These dried Indian mangoes are better than fresh American mangoes.,other,B2,60.83,321,30665,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1797,harder,더 어려운,"The harder you try, the closer you get.",other,C1,60.83,1544,25812,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1798,obey,복종하다,You would do well to obey Tom's commands.,other,B2,60.83,577,12828,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1799,mystery,신비,The future is a mystery waiting to unfold.,other,A2,60.82,1336,24711,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1800,hopeless,절감의,Is it hopeless or am I just depressed?,,B1,60.82,456,7445,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1801,tide,조수,"They rise like the tide, unwavering and strong.",other,B1,60.82,456,7443,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1802,champagne,샴페인,Do they sell champagne here?,other,A2,60.81,1602,18824,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1803,massage,안마,Try using “massage” in a sentence of your own today.,other,B2,60.81,676,10030,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1804,kidney,신장,Try using “kidney” in a sentence of your own today.,other,B2,60.81,709,9358,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1805,vein,기질,Mary suffered deep vein thrombosis while she was pregnant.,other,B1,60.81,465,7159,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1806,glorious,장려한,Try using “glorious” in a sentence of your own today.,other,B1,60.81,474,6982,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1807,material,재료,Kryptonite is not a real material.,other,A2,60.8,1343,24278,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1808,await,기다리다,Try using “await” in a sentence of your own today.,other,B2,60.8,607,11683,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1809,kindness,친절,Tom has a certain kindness to him.,other,B1,60.8,463,7173,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1810,highest,가장 높은,The item will go to the highest bidder.,other,B2,60.79,646,10590,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1811,myth,신화,I thought Tom Jackson was just a myth.,other,B1,60.79,415,8371,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1812,recovery,간척,Community is important to recovery from mental health conditions.,other,B1,60.79,467,7052,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1813,traffic,팔다,Tom slowly veered into oncoming traffic.,other,A2,60.78,1460,21084,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1814,fleet,기단,A fleet of alien communists has arrived looking for someone named Posadas.,other,B2,60.78,644,10572,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1815,executive,경영진,Mass shootings require a high amount of executive function to plan and execute.,other,B2,60.78,669,10011,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1816,sequence,순서,Try using “sequence” in a sentence of your own today.,other,B1,60.78,492,6478,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1817,sacrifice,제물,Ancient Carthaginians engaged in child sacrifice.,other,C1,60.77,1408,28426,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1818,cos,여현,Try using “cos” in a sentence of your own today.,other,C1,60.77,1535,25116,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1819,theatre,극장,Try using “theatre” in a sentence of your own today.,other,B2,60.77,609,11420,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1820,precisely,정확하게,The royal carriage arrived precisely at noon.,other,B2,60.77,611,11346,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1821,obsess,강박관념,I probably shouldn't obsess over my trauma.,,B2,60.77,639,10636,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1822,cooperate,협력하다,Don't cooperate with the police.,other,B2,60.77,688,9491,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1823,radiation,발광,Solar radiation is what ionizes the ionosphere.,other,B1,60.77,421,8107,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1824,storage,저장,I need to clear out my storage unit.,other,B1,60.77,453,7281,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1825,georgia,그루지야,"Putin didn't stop at Georgia or Crimea, and he's not going to stop now.",other,B2,60.77,918,6215,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1826,shrimp,새우,"Is ""jumbo shrimp"" an oxymoron?",other,B1,60.77,495,6381,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1827,centre,중추,The deep crease in the centre of my forehead was dramatically reduced.,other,B2,60.76,534,13757,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1828,corporal,상등병,Try using “corporal” in a sentence of your own today.,,B2,60.76,809,7450,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1829,university,대학교,Why do you want to attend this university?,other,A2,60.75,1274,25283,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1830,arthur,아더,"Tom Wilkinson plays the passionate, bullheaded Arthur, who teeters between brilliance and lunacy.",other,C1,60.75,1687,21491,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1831,phase,단계,I'm allowed to go through a phase.,other,B2,60.75,682,9524,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1832,midnight,밤중,I've been going to sleep around midnight lately.,other,A2,60.74,1450,20723,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1833,unprecedented,전례 없는,"After extensively studying the quake and its aftermath, scientists say the rupture is unprecedented.",adjective,C2,60.74,80,1990,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1834,forbidden,금단의,Try using “forbidden” in a sentence of your own today.,other,B1,60.73,387,8938,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1835,educate,교육하다,Try using “educate” in a sentence of your own today.,other,B1,60.73,415,8049,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1836,congratulation,경하,Try using “congratulation” in a sentence of your own today.,,C2,60.72,3641,51400,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1837,pour,따르다,The rain started to pour down hard.,other,A2,60.72,1371,22216,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1838,straighten,바로잡다,Try using “straighten” in a sentence of your own today.,,B2,60.72,816,7150,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1839,pride,자부심,"You pride yourself on being pretentious, don't you?",other,A2,60.71,1445,20481,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1840,belt,벨트,My dad has a black belt in taekwondo.,other,A2,60.71,1527,18824,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1841,nest,둥지,Kai’s nest is near the tiptop of a Ponderosa Pine.,other,B2,60.71,622,10617,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1842,atlantic,대서양의,Haddock live in the North Atlantic.,other,B1,60.71,504,5960,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1843,pant,헐떡임,Try using “pant” in a sentence of your own today.,other,C2,60.7,3252,59912,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1844,worship,경모,Islam is absolutely antinomic to freedom of worship.,other,B2,60.7,639,10159,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1845,accidentally,우연히,I accidentally locked my keys in the car.,other,B1,60.7,449,7018,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1846,spain,스페인,The Christian Reconquista forced Sephardim out of Spain.,other,B2,60.69,561,12200,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1847,halfway,반쯤,Try using “halfway” in a sentence of your own today.,other,B2,60.69,678,9225,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1848,stitch,깁다,Try using “stitch” in a sentence of your own today.,other,B2,60.69,718,8452,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1849,airplane,비행기,Try using “airplane” in a sentence of your own today.,other,B2,60.69,721,8444,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1850,crow,환성,Who let a crow in here?,other,B1,60.69,396,8429,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1851,password,비밀번호,Tom uses the same password for every site.,other,B1,60.69,454,6884,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1852,outer,과녁 밖,Identity is a reflection of inner and outer worlds.,other,B1,60.69,463,6677,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1853,physical,물리적인,"The Inquisition involved physical torture, murders, and expulsions.",other,A2,60.68,1402,20898,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1854,spray,분무하다,Skunks only spray as a last resort.,other,B2,60.68,663,9450,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1855,ancient,고래의,He's a member of the ancient priestly caste.,other,A2,60.67,1130,28720,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1856,rebel,반도,He was a communist rebel.,other,B2,60.67,559,12137,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1857,communist,공산주의자,I think I might have seen a communist.,other,B2,60.66,617,10407,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1858,shrink,움츠리다,Try using “shrink” in a sentence of your own today.,other,B2,60.66,735,8047,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1859,philosophy,철학,"Human philosophy, theoretical physics, poetry, Italian Masters, romance.",other,B1,60.66,448,6877,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1860,grew,성장했다,Roseanne Barr grew up pretending to be Mormon.,other,C1,60.65,1493,24208,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1861,senior,노인,Tom went to school on senior skip day.,other,A2,60.65,1461,19278,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1862,salary,녹봉,What are your salary requirements?,other,B2,60.65,600,10737,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1863,investment,투자,That sounds like a solid investment.,other,B2,60.65,617,10350,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1864,bruise,타박상,That's going to leave a bruise.,,B2,60.65,627,10109,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1865,invisible,보이지 않는,Tom has the power to make himself invisible.,other,B2,60.65,630,9991,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1866,citizen,시민,Anne Frank wasn't a citizen.,other,A2,60.64,1290,23058,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1867,region,관구,Martial law has been imposed in the region.,other,B1,60.64,331,10578,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1868,eastern,동쪽의,Ukraine is a country in Central and Eastern Europe.,other,B1,60.64,414,7614,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1869,invasion,침략,The Russian invasion of Ukraine started years before Ukraine attempted to join NATO.,other,B1,60.64,443,6875,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
